# Analysis title: MHCI_chipseq_diff_peaks_top1k analysis from Cistrome-GO
# Mode: Solo mode
# Specie: hg38
# Peak bed file name: MHCI_chipseq_diff_peaks_top1k.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	adjRPscore	RPscore	Rank_by_RPscore
ZNF273	chr7:64903241-64931577	0	0.0	0.0	235
ZNF277	chr7:112206587-112343934	0	0.0	0.0	235
ZNF276	chr16:89720984-89740924	0	0.0	0.0	235
ZNF275	chrX:153334154-153352926	0	0.0	0.0	235
ZNF274	chr19:58182988-58213562	0	0.0	0.0	235
KCNV2	chr9:2717525-2730037	0	0.0	0.0	235
KCNV1	chr8:109963644-109975847	0	0.0	0.0	235
ARHGEF37	chr5:149581571-149634964	0	0.0	0.0	235
GACAT1	chr2:107754111-107812348	0	0.0	0.0	235
NBPF25P	chr1:145572344-145607858	0	0.0	0.0	235
ITGA10	chr1:145891207-145910189	0	0.0	0.0	235
ARHGEF35	chr7:144186082-144195698	0	0.0	0.0	235
CTXN1	chr19:7924495-7926166	0	0.0	0.0	235
CTXN2	chr15:48191669-48203754	0	0.0	0.0	235
CTXN3	chr5:127653014-127658630	0	0.0	0.0	235
CCKBR	chr11:6259673-6272127	0	0.0	0.0	235
MAML2	chr11:95976592-96343180	0	0.0	0.0	235
MAML3	chr4:139716752-140154184	0	0.0	0.0	235
MAML1	chr5:179732849-179777286	0	0.0	0.0	235
LOC101929066	chr8:18084867-18088208	0	0.0	0.0	235
LOC101929064	chr4:86119805-86219926	0	0.0	0.0	235
STX18-IT1	chr4:4476120-4481700	0	0.0	0.0	235
HERC1	chr15:63608617-63833948	0	0.0	0.0	235
LINC01820	chr2:46392292-46394167	0	0.0	0.0	235
HERC3	chr4:88592422-88708542	0	0.0	0.0	235
HERC2	chr15:28111036-28322152	0	0.0	0.0	235
HERC5	chr4:88457116-88506168	0	0.0	0.0	235
HERC4	chr10:67921898-68075346	0	0.0	0.0	235
MIR4489	chr11:65649191-65649253	0	0.0	-0.0	406
MIR4488	chr11:61508595-61508657	0	0.0	0.0	235
MIR4487	chr11:47400969-47401042	0	0.0	-0.002	1939
MIR4486	chr11:19575309-19575372	0	0.0	0.0	235
MIR4485	chr11:10508269-10508326	0	0.0	0.0	235
MIR4484	chr10:125819739-125819822	0	0.0	0.0	235
MIR4483	chr10:113777992-113778054	0	0.0	0.0	235
MIR4482	chr10:104268335-104268405	0	0.0	-0.0	644
MIR4481	chr10:12653137-12653197	0	0.0	0.0	235
MIR4480	chr10:12578752-12578823	0	0.0	0.0	235
PEX5L	chr3:179794958-179974220	0	0.0	0.0	235
C17orf58	chr17:67991098-67993649	0	0.0	0.0	235
SLCO2B1	chr11:75150986-75206400	0	0.0	0.0	235
C17orf51	chr17:21528309-21551678	0	0.0	0.0	235
C17orf50	chr17:35760896-35765079	0	0.0	0.0	235
C17orf53	chr17:44141901-44162476	0	0.0	0.0	235
PRR35	chr16:560421-565529	0	0.0	0.0	235
PRR36	chr19:7868718-7874441	0	0.0	0.0	235
LINC01909	chr18:70335438-70352459	0	0.0	0.0	235
LINC01903	chr18:67808506-67814822	0	0.0	0.0	235
LCLAT1	chr2:30447225-30644225	0	0.0	0.0	235
GLYCTK-AS1	chr3:52288579-52289733	0	0.0	-0.0	1270
MKNK1	chr1:46557406-46604294	0	0.0	0.0	235
LINC01907	chr2:230690920-230700529	0	0.0	0.0	235
LINC01905	chr18:56042277-56096315	0	0.0	0.0	235
LINC01904	chr18:926082-927993	0	0.0	0.0	235
ADRA2C	chr4:3766568-3768526	0	0.0	0.0	235
LOC102724238	chr9:62374480-62376870	0	0.0	0.0	235
LINC00052	chr15:87576928-87579686	0	0.0	0.0	235
FRG2	chr4:190024367-190027257	0	0.0	0.0	235
IFNB1	chr9:21077104-21077963	0	0.0	0.0	235
ABCC6P1	chr16:18571247-18598285	0	0.0	0.0	235
ABCC6P2	chr16:14822426-14824702	0	0.0	0.0	235
BEAN1	chr16:66427296-66495288	0	0.0	0.0	235
CD58	chr1:116514533-116571093	0	0.0	0.0	235
OSBP2	chr22:30881680-30907824	0	0.0	0.0	235
LRP2	chr2:169127108-169362534	0	0.0	0.0	235
LRP3	chr19:33194692-33208867	0	0.0	0.0	235
LRP1	chr12:57128498-57213342	0	0.0	0.0	235
LRP6	chr12:12116025-12266877	0	0.0	-0.286	3062
LRP4	chr11:46856716-46918622	0	0.0	0.0	235
LRP5	chr11:68312608-68449275	0	0.0	0.0	235
MIR3136	chr3:69048957-69049035	0	0.0	0.0	235
MIR3137	chr3:195134505-195134580	0	0.0	0.0	235
LRP8	chr1:53242369-53328149	0	0.0	0.0	235
MIR3132	chr2:219549072-219549147	0	0.0	0.0	235
MIR3133	chr2:241477904-241477982	0	0.0	0.0	235
MIR3131	chr2:219058687-219058750	0	0.0	0.0	235
HLA-DOA	chr6:33004182-33009612	0	0.0	0.0	235
HLA-DOB	chr6_GL000251v2_alt:4224963-4229249	0	0.0	0.0	235
CALR3	chr19:16479056-16496192	0	0.0	-0.333	3632
STIM1	chr11:3855702-4093210	0	0.0	0.0	235
STIM2	chr4:26860690-27025381	0	0.0	0.0	235
ANTXR1	chr2:69013143-69249327	0	0.0	0.0	235
ANTXR2	chr4:79977507-80073323	0	0.0	0.0	235
OR51S1	chr11:4848236-4849208	0	0.0	0.0	235
MAP2	chr2:209424046-209734110	0	0.0	0.0	235
C8A	chr1:56854769-56918221	0	0.0	0.0	235
C8B	chr1:56929209-56966140	0	0.0	0.0	235
MAP6	chr11:75602859-75668434	0	0.0	0.0	235
MAP7	chr6:136342280-136526710	0	0.0	0.0	235
MAP4	chr3:47850689-48089279	0	0.0	0.0	235
ALG1L2	chr3:130081830-130098390	0	0.0	0.0	235
TEAD3	chr6:35473596-35497084	0	0.0	0.0	235
TEAD2	chr19:49340595-49361495	0	0.0	0.0	235
TEAD1	chr11:12674421-12944737	0	0.0	0.0	235
CAMLG	chr5:134738479-134752160	0	0.0	-0.34	3757
TEAD4	chr12:2959311-3040676	0	0.0	0.0	235
PTPN22	chr1:113813810-113871759	0	0.0	0.0	235
MIR6501	chr21:33550661-33550728	0	0.0	0.0	235
MIR6502	chr12:66251081-66251157	0	0.0	0.0	235
MIR6503	chr11:60209070-60209156	0	0.0	0.0	235
PLEKHF1	chr19:29665419-29675476	0	0.0	0.0	235
MIR6505	chr12:48132796-48132867	0	0.0	0.0	235
MIR6506	chr16:15611029-15611095	0	0.0	0.0	235
PLEKHF2	chr8:95133720-95156685	4	0.004	0.001	175
MIR6508	chr21:39447009-39447069	0	0.0	0.0	235
MIR6509	chr7:135206994-135207078	0	0.0	0.0	235
CHIT1	chr1:203216078-203229732	0	0.0	0.0	235
SERPINI1	chr3:167735643-167825569	0	0.0	-0.0	269
SERPINI2	chr3:167441788-167474132	0	0.0	0.0	235
FANK1	chr10:125896534-126009592	0	0.0	0.0	235
TMEM220-AS1	chr17:10729776-10767052	0	0.0	0.0	235
KRT73-AS1	chr12:52609850-52615305	0	0.0	0.0	235
SPATA5L1	chr15:45402320-45421418	0	0.0	0.0	235
MTPN	chr7:135926754-135977456	5	0.507	0.073	104
EPHA10	chr1:37715973-37765152	0	0.0	0.0	235
DMRTA2	chr1:50417550-50423447	0	0.0	0.0	235
DMRTA1	chr9:22446840-22452473	0	0.0	0.0	235
EBPL	chr13:49660675-49691487	0	0.0	0.0	235
YY1AP1	chr1:155659441-155688777	0	0.0	-0.0	806
TOM1L2	chr17:17843507-17972470	0	0.0	0.0	235
TOM1L1	chr17:54900690-54961967	0	0.0	0.0	235
ANTXRL	chr10:46286996-46330207	0	0.0	0.0	235
HLA-DQA1	chr6:32637405-32643652	4	3.303	0.476	24
HLA-DQA2	chr6_GL000251v2_alt:4154957-4160460	0	0.0	0.0	235
LOC100507346	chr9:95463608-95470019	0	0.0	0.0	235
UTS2B	chr3:191267154-191330536	0	0.0	0.0	235
C14orf28	chr14:44897303-44907257	0	0.0	0.0	235
MIR1193	chr14:101030051-101030129	0	0.0	0.0	235
MIR1197	chr14:101025563-101025651	0	0.0	0.0	235
LOC102723517	chr17:72034106-72057734	0	0.0	0.0	235
UTS2R	chr17:82374276-82375586	0	0.0	0.0	235
MSR1	chr8:16139316-16192791	0	0.0	0.0	235
AVIL	chr12:57797375-57816069	0	0.0	0.0	235
ANKMY1	chr2:240479421-240558021	0	0.0	0.0	235
MPST	chr22:37019749-37029822	0	0.0	0.0	235
MYCBP2	chr13:77044656-77327042	0	0.0	0.0	235
MYMX	chr6:44216961-44218236	0	0.0	0.0	235
TUBG1	chr17:42609339-42615238	0	0.0	0.0	235
LINC01252	chr12:11548029-11564401	0	0.0	0.0	235
HK2	chr2:74832654-74893354	0	0.0	0.0	235
HK3	chr5:176880868-176899332	0	0.0	0.0	235
HK1	chr10:69318846-69401881	0	0.0	0.0	235
LINC01256	chr4:132591088-132678500	0	0.0	0.0	235
LAX1	chr1:203765155-203776352	0	0.0	0.0	235
LINC01255	chr18:11490047-11506983	0	0.0	0.0	235
MOB3C	chr1:46607714-46615133	0	0.0	0.0	235
MSRA	chr8:10054268-10428891	0	0.0	0.0	235
SUPT4H1	chr17:58345174-58352238	0	0.0	-0.349	3918
MOB3A	chr19:2071035-2096270	0	0.0	0.0	235
KRT42P	chr17:41626326-41640199	0	0.0	0.0	235
KBTBD11-OT1	chr8:1971396-1976444	0	0.0	0.0	235
LINC01259	chr4:38509766-38518056	0	0.0	0.0	235
SYT3	chr19:50621976-50639835	0	0.0	0.0	235
EED	chr11:86244383-86278810	0	0.0	-0.233	2796
MAPKAPK5	chr12:111842227-111893424	0	0.0	-0.315	3359
MAPKAPK3	chr3:50617130-50649297	0	0.0	0.0	235
MAPKAPK2	chr1:206685019-206734285	0	0.0	0.0	235
ZNF815P	chr7:5823159-5854435	0	0.0	-0.298	3169
PDHX	chr11:34916129-34996128	0	0.0	0.0	235
LINC02020	chr3:186440344-186445242	0	0.0	0.0	235
LINC02022	chr3:12877521-12885211	0	0.0	0.0	235
LINC02025	chr3:84882089-84893379	0	0.0	0.0	235
LINC02024	chr3:117678692-117690925	0	0.0	0.0	235
LINC02027	chr3:80993867-81095647	0	0.0	0.0	235
LINC02026	chr3:193957371-194003659	0	0.0	0.0	235
LINC02029	chr3:157081840-157088547	1	0.003	0.0	176
LINC02028	chr3:194009962-194070970	0	0.0	0.0	235
LINC00886	chr3:156747342-156817062	0	0.0	-0.001	1567
SAMD5	chr6:147508691-147570021	0	0.0	0.0	235
SAMD7	chr3:169911571-169939168	0	0.0	0.0	235
SAMD1	chr19:14087845-14090575	0	0.0	0.0	235
SAMD3	chr6:130144301-130215885	0	0.0	0.0	235
PDHB	chr3:58427629-58433839	0	0.0	0.0	235
SAMD8	chr10:75111634-75182123	0	0.0	0.0	235
SAMD9	chr7:93099512-93118023	0	0.0	0.0	235
TMEM38A	chr19:16661126-16689005	0	0.0	0.0	235
PDIA4	chr7:149003061-149028690	0	0.0	-0.289	3085
OR4A5	chr11:54706831-54707902	0	0.0	0.0	235
SDCBP2-AS1	chr20:1325342-1378735	0	0.0	-0.0	1056
VASH1-AS1	chr14:76781732-76786724	0	0.0	0.0	235
LRRC18	chr10:48909483-48914235	0	0.0	0.0	235
LRRC19	chr9:26993136-27005693	0	0.0	0.0	235
LRRC17	chr7:102912896-102945109	0	0.0	0.0	235
LRRC14	chr8:144517964-144525175	0	0.0	0.0	235
LRRC15	chr3:194355246-194369743	0	0.0	0.0	235
LRRC10	chr12:69608564-69611162	0	0.0	0.0	235
FAM111B	chr11:59107184-59127416	0	0.0	0.0	235
MIR194-2HG	chr11:64888457-64893449	0	0.0	-0.0	252
FAM111A	chr11:59142745-59155038	0	0.0	0.0	235
EXOC3-AS1	chr5:441835-443160	0	0.0	0.0	235
SVOP	chr12:108908128-109021240	0	0.0	0.0	235
FAHD2B	chr2:97083585-97094882	0	0.0	0.0	235
FAHD2A	chr2:95402699-95413131	0	0.0	0.0	235
DROSHA	chr5:31400494-31532175	0	0.0	0.0	235
CCDC105	chr19:15010726-15023271	0	0.0	0.0	235
CCDC107	chr9:35658289-35661503	0	0.0	-0.294	3128
CCDC106	chr19:55647587-55653160	0	0.0	-0.0	898
LINC01590	chr6:87397123-87399741	0	0.0	0.0	235
LINC01591	chr8:135234130-135299719	0	0.0	0.0	235
LINC01592	chr8:68911802-69104190	0	0.0	0.0	235
LINC01593	chr2:108049199-108052755	0	0.0	0.0	235
LINC01594	chr2:108167747-108217841	0	0.0	0.0	235
LINC01596	chr4:189881514-189884867	0	0.0	0.0	235
LINC01597	chr20:30278905-30286537	0	0.0	0.0	235
LINC01599	chr14:50007312-50105043	0	0.0	-0.0	1003
FAM153B	chr5:176063708-176114798	0	0.0	0.0	235
LMF1-AS1	chr16:921032-934524	0	0.0	0.0	235
CHRNA4	chr20:63343309-63361396	0	0.0	0.0	235
CHRNA5	chr15:78565519-78595269	0	0.0	0.0	235
CHRNA6	chr8:42752635-42768786	0	0.0	0.0	235
CHRNA7	chr15:32030482-32170183	0	0.0	0.0	235
CHRNA1	chr2:174747594-174764472	0	0.0	0.0	235
CHRNA2	chr8:27459760-27479296	0	0.0	0.0	235
CHRNA3	chr15:78595304-78621295	0	0.0	0.0	235
CHRNA9	chr4:40335328-40355217	0	0.0	0.0	235
FAAHP1	chr1:46433826-46445702	0	0.0	0.0	235
LINC01046	chr13:21234567-21235204	0	0.0	0.0	235
LINC01047	chr13:89214847-89236890	0	0.0	0.0	235
LINC01044	chr13:112322566-112331225	0	0.0	0.0	235
LINC01043	chr13:112313466-112321766	0	0.0	0.0	235
LINC01040	chr13:89477606-89500509	0	0.0	0.0	235
LINC01048	chr13:37481464-37484784	0	0.0	0.0	235
LINC01049	chr13:90493287-90535341	0	0.0	0.0	235
AARS	chr16:70252393-70289509	0	0.0	-0.001	1609
ITPKB-IT1	chr1:226656079-226675068	0	0.0	0.0	235
LENEP	chr1:154993585-154994315	0	0.0	-0.0	1227
GS1-124K5.11	chr7:66553467-66592407	0	0.0	-0.338	3713
XBP1	chr22:28794559-28800572	0	0.0	0.0	235
FSHB	chr11:30231015-30235277	0	0.0	0.0	235
FLG-AS1	chr1:152313458-152366692	0	0.0	0.0	235
AQP12B	chr2:240676417-240682900	0	0.0	0.0	235
AQP12A	chr2:240691844-240698483	0	0.0	0.0	235
FSHR	chr2:48962156-49154527	0	0.0	0.0	235
PEF1	chr1:31629861-31644617	0	0.0	0.0	235
LOC101927278	chr10:98446320-98453805	0	0.0	0.0	235
LOC101927272	chr16:50668854-50671639	0	0.0	0.0	235
AP5Z1	chr7:4775622-4794397	0	0.0	-0.292	3101
MIR762HG	chr16:30875459-30895218	0	0.0	-0.366	4276
LINC02110	chr5:37948490-37951054	0	0.0	0.0	235
AARD	chr8:116938224-116944000	0	0.0	0.0	235
LINC00319	chr21:43446600-43453902	0	0.0	0.0	235
CD5L	chr1:157827070-157841844	0	0.0	0.0	235
LINC00311	chr16:85282957-85288079	0	0.0	0.0	235
LINC00310	chr21:34180676-34189919	0	0.0	0.0	235
LINC00313	chr21:43462093-43478223	0	0.0	0.0	235
LINC00312	chr3:8571781-8574668	0	0.0	0.0	235
LINC00314	chr21:28013362-28023209	0	0.0	0.0	235
LINC00317	chr21:21723292-21737319	0	0.0	0.0	235
LINC00316	chr21:45338589-45341990	0	0.0	0.0	235
C3orf80	chr3:160225635-160228213	0	0.0	0.0	235
FGFR1OP2	chr12:26938371-26966648	0	0.0	0.0	235
C3orf86	chr3:44421131-44424025	0	0.0	0.0	235
C3orf84	chr3:49177635-49191858	0	0.0	0.0	235
C3orf85	chr3:109136713-109150104	0	0.0	0.0	235
LAPTM5	chr1:30732467-30757836	0	0.0	0.0	235
ARFRP1	chr20:63698641-63708013	0	0.0	0.0	235
FLJ42393	chr3:188178542-188180808	0	0.0	0.0	235
TPRG1-AS1	chr3:188941714-188947639	0	0.0	0.0	235
VRTN	chr14:74348462-74360008	0	0.0	0.0	235
PABPN1L	chr16:88863339-88866660	0	0.0	0.0	235
LOC101241902	chr8:78722847-78724374	0	0.0	0.0	235
KDM2A	chr11:67119268-67258079	0	0.0	-0.361	4154
KDM2B	chr12:121429095-121580459	0	0.0	0.0	235
SIRPG	chr20:1629151-1657779	0	0.0	0.0	235
PPHLN1	chr12:42326144-42441963	0	0.0	0.0	235
SIRPD	chr20:1534250-1557697	0	0.0	0.0	235
SIRPA	chr20:1894166-1939894	0	0.0	0.0	235
TRAPPC9	chr8:139727725-140457762	0	0.0	-0.009	2292
TRAPPC8	chr18:31829172-31943128	0	0.0	-0.29	3092
OSBPL10-AS1	chr3:31704212-31721586	0	0.0	0.0	235
TRAPPC1	chr17:7930344-7931999	0	0.0	0.0	235
TRAPPC3	chr1:36136568-36149514	0	0.0	-0.334	3655
TRAPPC2	chrX:13712241-13734635	0	0.0	0.0	235
TRAPPC5	chr19:7680820-7682862	0	0.0	0.0	235
TRAPPC4	chr11:119018468-119023674	0	0.0	-0.0	884
PRPH	chr12:49295125-49298698	0	0.0	0.0	235
GABRQ	chrX:152638182-152653362	0	0.0	0.0	235
LOC105369921	chr12:95795344-95858839	0	0.0	-0.0	740
LOC101929718	chr14:20995836-20999163	0	0.0	0.0	235
LOC101929719	chr5:140157318-140168785	0	0.0	0.0	235
ATL1	chr14:50560024-50633066	0	0.0	0.0	235
LOC101929710	chr5:95962000-96631085	0	0.0	0.0	235
BASP1-AS1	chr5:17130027-17217422	0	0.0	0.0	235
MTCP1	chrX:155064033-155071272	0	0.0	0.0	235
PSMG4	chr6:3258927-3268066	0	0.0	0.0	235
ABCA17P	chr16:2340921-2426699	0	0.0	0.0	235
PSMG1	chr21:39175457-39183514	0	0.0	0.0	235
PSMG2	chr18:12702987-12725741	0	0.0	-0.138	2651
PSMG3	chr7:1567333-1569993	0	0.0	-0.0	420
RRN3P3	chr16:22419545-22437715	0	0.0	-0.254	2877
RRN3P2	chr16:29074841-29116717	1	0.882	0.127	76
RRN3P1	chr16:21796629-21819174	0	0.0	0.0	235
LOC101928324	chr1:26462756-26467537	0	0.0	0.0	235
PABPC1P2	chr2:146587056-146590990	0	0.0	0.0	235
FANK1-AS1	chr10:125972187-125973273	0	0.0	0.0	235
LOC401557	chr9:135181608-135187306	0	0.0	0.0	235
HSPC324	chr9:136648609-136660421	0	0.0	0.0	235
FOXM1	chr12:2857680-2877155	0	0.0	-0.0	507
DLX6-AS1	chr7:96968514-97014065	0	0.0	0.0	235
GDAP2	chr1:117876711-117929679	0	0.0	0.0	235
GDAP1	chr8:74350382-74366875	0	0.0	-0.291	3096
ERV3-1-ZNF117	chr7:64974451-65006746	0	0.0	0.0	235
FAHD1	chr16:1827223-1840202	0	0.0	-0.01	2307
CUTALP	chr9:120843074-120854373	0	0.0	0.0	235
LOC646548	chr14:70187107-70232583	0	0.0	0.0	235
TUG1	chr22:30969210-30979394	0	0.0	0.0	235
ILDR2	chr1:166913203-166975324	0	0.0	0.0	235
ILDR1	chr3:121987322-122022280	0	0.0	0.0	235
GLTP	chr12:109850942-109880488	0	0.0	0.0	235
SUGT1P1	chr9:33500755-33511166	1	0.892	0.128	74
SUGT1P3	chr13:40911888-40921774	0	0.0	0.0	235
IL3RA	chrY:1336615-1382689	0	0.0	0.0	235
NADSYN1	chr11:71453170-71501535	0	0.0	0.0	235
NPY4R2	chr10:47921928-47923377	0	0.0	0.0	235
LOC107984813	chr16:67561410-67562309	0	0.0	0.0	235
ARHGEF38-IT1	chr4:105561590-105570235	0	0.0	0.0	235
VWC2L-IT1	chr2:214510181-214536889	0	0.0	0.0	235
UBTF	chr17:44205032-44220882	0	0.0	0.0	235
CDCA2	chr8:25458930-25507917	0	0.0	0.0	235
CDCA3	chr12:6846724-6851930	0	0.0	0.0	235
CDCA7	chr2:173354832-173368990	0	0.0	0.0	235
CDCA4	chr14:105009572-105021088	0	0.0	0.0	235
CDCA5	chr11:65077454-65084143	0	0.0	-0.325	3496
CDCA8	chr1:37692400-37709719	0	0.0	0.0	235
CRB1	chr1:197268203-197478455	0	0.0	-0.317	3386
RSF1	chr11:77666228-77820834	0	0.0	0.0	235
LOC390705	chr16:32289546-32289981	0	0.0	0.0	235
CRB2	chr9:123356166-123378755	0	0.0	0.0	235
LOC100294362	chr17:80351830-80415168	0	0.0	-0.0	1041
DEFA11P	chr8:7028600-7029489	0	0.0	0.0	235
MAPT-AS1	chr17:45843355-45895513	0	0.0	0.0	235
CFAP47	chrX:35919733-36385319	0	0.0	0.0	235
CFAP44	chr3:113362864-113441514	0	0.0	0.0	235
SPRED1	chr15:38252850-38357249	0	0.0	0.0	235
SPRED2	chr2:65310850-65366797	0	0.0	0.0	235
SPRED3	chr19:38390199-38399883	0	0.0	0.0	235
KRT76	chr12:52768154-52777345	0	0.0	0.0	235
LOC100272217	chr9:130577349-130579494	0	0.0	0.0	235
ASTL	chr2:96123849-96138436	0	0.0	0.0	235
RELT	chr11:73376359-73397474	0	0.0	0.0	235
RELN	chr7:103471783-103989516	0	0.0	0.0	235
RELB	chr19:45001448-45038198	0	0.0	0.0	235
RELA	chr11:65653595-65662972	0	0.0	0.0	235
HDGF	chr1:156742106-156752232	0	0.0	-0.0	1361
CRISPLD2	chr16:84819980-84909510	0	0.0	0.0	235
CRISPLD1	chr8:75000153-75034558	0	0.0	0.0	235
ARHGAP26-AS1	chr5:142859604-142868910	0	0.0	0.0	235
SNORD45B	chr1:75789476-75789547	0	0.0	0.0	235
PTH2R	chr2:208359844-208494506	0	0.0	0.0	235
UBE2R2	chr9:33817183-33920403	0	0.0	0.0	235
KLK1	chr19:50819145-50823787	0	0.0	0.0	235
KLK2	chr19:50873432-50880567	0	0.0	0.0	235
KLK3	chr19:50854914-50860764	0	0.0	0.0	235
KLK4	chr19:50906351-50910738	0	0.0	0.0	235
KLK5	chr19:50943302-50953088	0	0.0	0.0	235
KLK6	chr19:50958630-50968972	0	0.0	0.0	235
KLK7	chr19:50976478-50984064	0	0.0	0.0	235
KLK8	chr19:50996007-51001702	0	0.0	0.0	235
KLK9	chr19:51002512-51009634	0	0.0	0.0	235
SNORA40B	chr2:135136627-135136755	0	0.0	0.0	235
ZNF841	chr19:52064465-52095765	0	0.0	0.0	235
ZNF843	chr16:31435437-31443160	0	0.0	0.0	235
RHBDL2	chr1:38885805-38941830	0	0.0	0.0	235
RHBDL3	chr17:32266175-32324661	0	0.0	0.0	235
ZNF846	chr19:9757474-9768738	0	0.0	-0.379	4602
RHBDL1	chr16:676074-678268	0	0.0	-0.002	1848
TRIM6-TRIM34	chr11:5596634-5644395	0	0.0	0.0	235
COPS8	chr2:237085440-237098846	0	0.0	-0.304	3219
COPS9	chr2:240130824-240136330	0	0.0	0.0	235
COPS2	chr15:49125273-49155657	0	0.0	-0.387	4758
COPS3	chr17:17246623-17281303	0	0.0	-0.317	3391
COPS6	chr7:100088959-100092199	0	0.0	-0.004	2055
COPS4	chr4:83035085-83075818	0	0.0	-0.384	4701
COPS5	chr8:67043079-67062327	0	0.0	0.0	235
ZNF592	chr15:84748586-84806432	0	0.0	0.0	235
ZNF593	chr1:26169896-26170873	0	0.0	-0.25	2855
ZNF596	chr8:232396-247340	0	0.0	0.0	235
ZNF597	chr16:3432421-3443537	0	0.0	0.0	235
MDGA2	chr14:46839624-47343246	0	0.0	0.0	235
ZNF595	chr4:53284-88211	0	0.0	0.0	235
ZNF598	chr16:1997653-2009821	0	0.0	-0.008	2267
ZNF599	chr19:34758073-34773229	0	0.0	0.0	235
PDE11A	chr2:177629398-177922837	0	0.0	-0.026	2476
AMY2A	chr1:103617331-103625780	0	0.0	0.0	235
RCC1L	chr7:75042160-75073803	0	0.0	-0.361	4148
ZFR2	chr19:3804023-3869029	0	0.0	0.0	235
SHLD2	chr10:87095195-87191465	0	0.0	0.0	235
SHLD3	chr5:65625026-65630705	0	0.0	0.0	235
FAM135B	chr8:138130022-138496822	0	0.0	0.0	235
SHLD1	chr20:5750386-5773459	0	0.0	0.0	235
IGF2	chr11:2129111-2141124	0	0.0	0.0	235
IGF1	chr12:102395866-102480645	0	0.0	0.0	235
LOC101927960	chr2:208542641-208825587	0	0.0	0.0	235
ATP5F1D	chr19:1241749-1244825	0	0.0	0.0	235
ATP5F1E	chr20:59028677-59032367	0	0.0	-0.085	2597
ATP5F1A	chr18:46084143-46098353	0	0.0	-0.349	3909
ATP5F1B	chr12:56638174-56646068	0	0.0	-0.356	4055
ATP5F1C	chr10:7788103-7807799	0	0.0	0.0	235
CYP27A1	chr2:218781748-218815293	0	0.0	0.0	235
ELOVL2-AS1	chr6:11043757-11079144	0	0.0	0.0	235
DDRGK1	chr20:3190349-3204697	0	0.0	0.0	235
FBXL20	chr17:39252643-39401656	0	0.0	0.0	235
FBXL22	chr15:63597352-63602421	0	0.0	0.0	235
SSB	chr2:169799027-169812061	0	0.0	-0.001	1729
ZNF337	chr20:25673194-25686939	0	0.0	-0.332	3612
ZNF334	chr20:46499629-46513572	0	0.0	0.0	235
ARGFXP2	chr17:32150367-32151571	0	0.0	0.0	235
FAM168B	chr2:131047875-131092958	0	0.0	-0.0	1069
ZNF333	chr19:14690039-14721896	0	0.0	0.0	235
ZNF330	chr4:141220886-141234696	0	0.0	0.0	235
ZNF331	chr19:53538078-53580269	0	0.0	-0.0	879
TEX15	chr8:30848726-30888706	0	0.0	0.0	235
TEX14	chr17:58556676-58692055	0	0.0	-0.24	2821
TEX11	chrX:70528939-70908717	0	0.0	0.0	235
TEX10	chr9:100302074-100352571	0	0.0	-0.358	4108
TEX12	chr11:112167371-112172556	0	0.0	0.0	235
RACGAP1P	chr12:45062617-45065411	0	0.0	0.0	235
THYN1	chr11:134248278-134253366	0	0.0	0.0	235
FLJ37035	chr10:125705289-125719493	0	0.0	-0.355	4029
NTF3	chr12:5494131-5495299	0	0.0	0.0	235
NTF4	chr19:49061139-49063867	0	0.0	0.0	235
UGDH	chr4:39498755-39527598	0	0.0	-0.0	1213
SNRNP40	chr1:31259567-31296797	0	0.0	0.0	235
SLCO1A2	chr12:21264599-21395437	0	0.0	0.0	235
TSEN54	chr17:75516527-75524739	0	0.0	0.0	235
LOC101927964	chr10:4051725-4089013	0	0.0	0.0	235
GTF3C3	chr2:196780088-196799768	0	0.0	-0.386	4737
CYP24A1	chr20:54153448-54173977	0	0.0	0.0	235
GTF3C2	chr2:27325848-27357034	0	0.0	-0.341	3763
LINC-ROR	chr18:57054558-57072119	0	0.0	0.0	235
ZNF33B	chr10:42589083-42638837	0	0.0	-0.27	2948
ZNF33A	chr10:38010649-38067834	0	0.0	-0.307	3239
PATL1	chr11:59636715-59669038	0	0.0	0.0	235
SNRNP48	chr6:7590198-7611967	0	0.0	0.0	235
MAD2L2	chr1:11674479-11691621	0	0.0	0.0	235
MAD2L1	chr4:120059423-120066858	0	0.0	0.0	235
BMPER	chr7:33904914-34156427	0	0.0	0.0	235
SYNJ2BP-COX16	chr14:70325080-70417090	0	0.0	0.0	235
LRP2BP	chr4:185363877-185378998	0	0.0	0.0	235
LINC01208	chr3:176604147-176635532	0	0.0	0.0	235
LINC01209	chr3:176814155-176817001	0	0.0	0.0	235
LINC02105	chr5:53776050-53819682	0	0.0	0.0	235
LINC01201	chrX:131016468-131058146	0	0.0	0.0	235
LINC01202	chr5:161910461-162001196	0	0.0	0.0	235
LINC01203	chrX:13335240-13341825	0	0.0	0.0	235
LINC01204	chrX:45505387-45523644	0	0.0	0.0	235
LINC01205	chr3:109409989-109420408	0	0.0	0.0	235
LINC01206	chr3:181952363-182010676	0	0.0	0.0	235
LOC100652999	chr12:53513983-53517608	0	0.0	0.0	235
