# Analysis title: MHCI_chipseq_diff_peaks_top1k analysis from Cistrome-GO
# Mode: Solo mode
# Specie: hg38
# Peak bed file name: MHCI_chipseq_diff_peaks_top1k.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
positive regulation of chemokine production(GO:0032722)	16990, 121, 52, 1	2.7	0.313988849966	0.920906322157	52
regulation of interleukin-13 production(GO:0032656)	16990, 130, 22, 1	5.941	0.155936469929	0.639161517348	22
regulation of interleukin-12 production(GO:0032655)	16990, 134, 51, 2	4.972	0.104177917529	0.540556400554	51
monocarboxylic acid transport(GO:0015718)	16990, 80, 131, 2	3.242	0.237964155348	0.79015517292	131
regulation of interleukin-10 production(GO:0032653)	16990, 134, 46, 1	2.756	0.306544103556	0.906255155564	46
positive regulation of actin cytoskeleton reorganization(GO:2000251)	16990, 0, 18, 0	0.0	1.0	1.0	18
organic anion transport(GO:0015711)	16990, 45, 428, 2	1.764	0.572278026446	1.0	428
regulation of epidermal growth factor-activated receptor activity(GO:0007176)	16990, 0, 27, 0	0.0	1.0	1.0	27
negative regulation of epidermal growth factor-activated receptor activity(GO:0007175)	16990, 0, 14, 0	0.0	1.0	1.0	14
epidermal growth factor receptor signaling pathway(GO:0007173)	16990, 46, 52, 1	7.103	0.1693781	0.661621082826	52
protein localization to membrane(GO:0072657)	16990, 127, 463, 4	1.156	0.709473886281	1.0	463
activation of transmembrane receptor protein tyrosine kinase activity(GO:0007171)	16990, 0, 13, 0	0.0	1.0	1.0	13
response to peptide hormone(GO:0043434)	16990, 132, 281, 3	1.374	0.574895392931	1.0	281
protein localization to plasma membrane(GO:0072659)	16990, 123, 176, 2	1.57	0.500876814379	1.0	176
negative regulation of dendritic spine development(GO:0061000)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of DNA-binding transcription factor activity(GO:0043433)	16990, 60, 157, 3	5.411	0.0507122777174	0.428021335662	157
anatomical structure maturation(GO:0071695)	16990, 0, 104, 0	0.0	1.0	1.0	104
transmembrane receptor protein serine/threonine kinase signaling pathway(GO:0007178)	16990, 66, 173, 1	1.488	0.607152860373	1.0	173
endosomal transport(GO:0016197)	16990, 94, 203, 1	0.89	0.730214512038	1.0	203
multi-organism reproductive process(GO:0044703)	16990, 130, 121, 4	4.32	0.0368706922247	0.381951345434	121
energy homeostasis(GO:0097009)	16990, 22, 34, 1	22.714	0.070549666038	0.476606592195	34
vesicle-mediated transport(GO:0016192)	16990, 141, 1618, 20	1.489	0.184109948357	0.686482891247	1618
organonitrogen compound biosynthetic process(GO:1901566)	16990, 41, 947, 1	0.438	0.980794301959	1.0	947
copper ion homeostasis(GO:0055070)	16990, 0, 17, 0	0.0	1.0	1.0	17
fatty acid derivative metabolic process(GO:1901568)	16990, 129, 155, 3	2.549	0.227774806208	0.771491269688	155
positive regulation of macrophage differentiation(GO:0045651)	16990, 60, 14, 1	20.226	0.0508690350921	0.428021335662	14
regulation of megakaryocyte differentiation(GO:0045652)	16990, 0, 52, 0	0.0	1.0	1.0	52
cellular response to cAMP(GO:0071320)	16990, 64, 52, 2	10.21	0.0357553318678	0.379476549239	52
regulation of monocyte differentiation(GO:0045655)	16990, 0, 19, 0	0.0	1.0	1.0	19
ribosomal large subunit biogenesis(GO:0042273)	16990, 0, 29, 0	0.0	1.0	1.0	29
T cell mediated cytotoxicity(GO:0001913)	16990, 0, 17, 0	0.0	1.0	1.0	17
signal transduction involved in regulation of gene expression(GO:0023019)	16990, 0, 20, 0	0.0	1.0	1.0	20
calcium ion import(GO:0070509)	16990, 0, 43, 0	0.0	1.0	1.0	43
positive regulation of insulin-like growth factor receptor signaling pathway(GO:0043568)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of receptor recycling(GO:0001919)	16990, 46, 24, 1	15.389	0.0725366471088	0.485934920046	24
calcium ion transmembrane import into cytosol(GO:0097553)	16990, 0, 66, 0	0.0	1.0	1.0	66
maturation of LSU-rRNA(GO:0000470)	16990, 0, 19, 0	0.0	1.0	1.0	19
photoreceptor cell maintenance(GO:0045494)	16990, 0, 36, 0	0.0	1.0	1.0	36
DNA conformation change(GO:0071103)	16990, 116, 128, 4	4.577	0.033228431156	0.36997396727	128
regulation of membrane potential(GO:0042391)	16990, 31, 419, 2	2.616	0.403382095323	1.0	419
high-density lipoprotein particle remodeling(GO:0034375)	16990, 0, 17, 0	0.0	1.0	1.0	17
low-density lipoprotein particle remodeling(GO:0034374)	16990, 80, 14, 1	15.17	0.0655201553398	0.468976111882	14
response to parathyroid hormone(GO:0071107)	16990, 0, 11, 0	0.0	1.0	1.0	11
embryonic skeletal system morphogenesis(GO:0048704)	16990, 139, 81, 3	4.527	0.0673819480525	0.471623039934	81
cellular modified amino acid biosynthetic process(GO:0042398)	16990, 0, 43, 0	0.0	1.0	1.0	43
protein K48-linked deubiquitination(GO:0071108)	16990, 84, 30, 1	6.742	0.144151798631	0.614689850546	30
very-low-density lipoprotein particle assembly(GO:0034379)	16990, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of anoikis(GO:2000811)	16990, 137, 17, 2	14.59	0.0151611203611	0.285980348773	17
regulation of bicellular tight junction assembly(GO:2000810)	16990, 0, 20, 0	0.0	1.0	1.0	20
lipoprotein metabolic process(GO:0042157)	16990, 0, 34, 0	0.0	1.0	1.0	34
positive regulation of DNA binding(GO:0043388)	16990, 0, 58, 0	0.0	1.0	1.0	58
embryonic cranial skeleton morphogenesis(GO:0048701)	16990, 0, 32, 0	0.0	1.0	1.0	32
lipoprotein catabolic process(GO:0042159)	16990, 0, 13, 0	0.0	1.0	1.0	13
activin receptor signaling pathway(GO:0032924)	16990, 0, 25, 0	0.0	1.0	1.0	25
rhythmic behavior(GO:0007622)	16990, 0, 22, 0	0.0	1.0	1.0	22
endothelial cell migration(GO:0043542)	16990, 0, 63, 0	0.0	1.0	1.0	63
protein acylation(GO:0043543)	16990, 153, 179, 1	0.62	0.803645045054	1.0	179
renal system process involved in regulation of systemic arterial blood pressure(GO:0003071)	16990, 0, 18, 0	0.0	1.0	1.0	18
meiosis I(GO:0007127)	16990, 0, 29, 0	0.0	1.0	1.0	29
regulation of cytoplasmic transport(GO:1903649)	16990, 0, 23, 0	0.0	1.0	1.0	23
regulation of mRNA 3'-end processing(GO:0031440)	16990, 41, 27, 1	15.348	0.0761940085379	0.492598361649	27
synaptic vesicle priming(GO:0016082)	16990, 0, 14, 0	0.0	1.0	1.0	14
negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway(GO:1902236)	16990, 132, 20, 1	6.436	0.144769698268	0.615529561568	20
regulation of mRNA polyadenylation(GO:1900363)	16990, 41, 18, 1	23.022	0.0485977234955	0.421180270294	18
histone ubiquitination(GO:0016574)	16990, 0, 40, 0	0.0	1.0	1.0	40
regulation of urine volume(GO:0035809)	16990, 0, 21, 0	0.0	1.0	1.0	21
histone methylation(GO:0016571)	16990, 0, 90, 0	0.0	1.0	1.0	90
sphingoid biosynthetic process(GO:0046520)	16990, 0, 12, 0	0.0	1.0	1.0	12
positive regulation of cilium assembly(GO:0045724)	16990, 0, 25, 0	0.0	1.0	1.0	25
positive regulation of calcium ion transmembrane transport(GO:1904427)	16990, 109, 69, 4	9.036	0.0026296331849	0.0972964278413	69
regulation of GTP binding(GO:1904424)	16990, 0, 12, 0	0.0	1.0	1.0	12
thyroid gland development(GO:0030878)	16990, 0, 24, 0	0.0	1.0	1.0	24
mammary gland development(GO:0030879)	16990, 127, 22, 1	6.081	0.152724327106	0.631748143075	22
positive regulation of gluconeogenesis(GO:0045722)	16990, 22, 15, 1	51.485	0.0250441978926	0.331288363593	15
positive regulation of fatty acid biosynthetic process(GO:0045723)	16990, 145, 17, 2	13.785	0.0169070764037	0.291041096822	17
regulation of tube size(GO:0035150)	16990, 127, 127, 1	1.053	0.622458525268	1.0	127
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress(GO:1990440)	16990, 43, 11, 1	35.92	0.0296862428503	0.34696630245	11
beta-catenin destruction complex disassembly(GO:1904886)	16990, 127, 21, 1	6.37	0.146292311057	0.61832179367	21
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway(GO:1901030)	16990, 23, 33, 1	22.385	0.069311586028	0.474025682121	33
regulation of actin filament bundle assembly(GO:0032231)	16990, 14, 91, 1	13.336	0.138018445364	0.600242967631	91
nucleotide-excision repair, DNA damage recognition(GO:0000715)	16990, 0, 23, 0	0.0	1.0	1.0	23
negative regulation of smoothened signaling pathway(GO:0045879)	16990, 72, 29, 1	8.137	0.123616942645	0.570004065726	29
response to platelet-derived growth factor(GO:0036119)	16990, 0, 21, 0	0.0	1.0	1.0	21
protein localization to organelle(GO:0033365)	16990, 23, 641, 2	2.305	0.500309976945	1.0	641
positive regulation of actin filament bundle assembly(GO:0032233)	16990, 14, 61, 1	19.895	0.0883745093411	0.520395972436	61
regulation of steroid biosynthetic process(GO:0050810)	16990, 22, 84, 1	9.194	0.172438272263	0.663351740117	84
maintenance of gastrointestinal epithelium(GO:0030277)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of ossification(GO:0030278)	16990, 13, 182, 1	7.181	0.261681231135	0.829174388511	182
snRNA transcription(GO:0009301)	16990, 0, 71, 0	0.0	1.0	1.0	71
regulation of coagulation(GO:0050818)	16990, 127, 80, 1	1.672	0.456051390213	1.0	80
negative regulation of coagulation(GO:0050819)	16990, 0, 51, 0	0.0	1.0	1.0	51
neuronal stem cell population maintenance(GO:0097150)	16990, 105, 22, 1	7.355	0.129168613068	0.58011300547	22
regulation of protein localization to nucleus(GO:1900180)	16990, 0, 105, 0	0.0	1.0	1.0	105
positive regulation of protein localization to nucleus(GO:1900182)	16990, 0, 67, 0	0.0	1.0	1.0	67
amino acid import(GO:0043090)	16990, 0, 18, 0	0.0	1.0	1.0	18
mitochondrial calcium ion transmembrane transport(GO:0006851)	16990, 0, 22, 0	0.0	1.0	1.0	22
negative regulation of ERK1 and ERK2 cascade(GO:0070373)	16990, 43, 67, 2	11.795	0.0312631692677	0.357449449841	67
Golgi to endosome transport(GO:0006895)	16990, 46, 16, 1	23.084	0.0468324980779	0.415161065522	16
mRNA methylation(GO:0080009)	16990, 0, 13, 0	0.0	1.0	1.0	13
nucleoside monophosphate metabolic process(GO:0009123)	16990, 0, 74, 0	0.0	1.0	1.0	74
positive regulation of blood circulation(GO:1903524)	16990, 127, 67, 1	1.997	0.398795797851	1.0	67
positive regulation of peptide secretion(GO:0002793)	16990, 7, 268, 2	18.113	0.0186949925297	0.291041096822	268
DNA-templated transcription, elongation(GO:0006354)	16990, 0, 77, 0	0.0	1.0	1.0	77
pulmonary valve morphogenesis(GO:0003184)	16990, 15, 14, 1	80.905	0.0179040145346	0.291041096822	14
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway(GO:1900740)	16990, 23, 24, 1	30.779	0.0461537679129	0.413407120412	24
DNA biosynthetic process(GO:0071897)	16990, 0, 96, 0	0.0	1.0	1.0	96
positive regulation of myeloid leukocyte cytokine production involved in immune response(GO:0061081)	16990, 0, 19, 0	0.0	1.0	1.0	19
atrioventricular valve morphogenesis(GO:0003181)	16990, 0, 17, 0	0.0	1.0	1.0	17
activation of adenylate cyclase activity(GO:0007190)	16990, 0, 32, 0	0.0	1.0	1.0	32
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway(GO:0007193)	16990, 17, 84, 1	11.898	0.143542380669	0.612634295489	84
organic hydroxy compound catabolic process(GO:1901616)	16990, 150, 73, 1	1.552	0.477354041734	1.0	73
negative regulation of adenylate cyclase activity(GO:0007194)	16990, 0, 20, 0	0.0	1.0	1.0	20
heart valve formation(GO:0003188)	16990, 15, 11, 1	102.97	0.0131263360956	0.265677140528	11
negative regulation of blood circulation(GO:1903523)	16990, 0, 33, 0	0.0	1.0	1.0	33
response to bacterium(GO:0009617)	16990, 135, 312, 10	4.034	0.00095626898612	0.0560933393078	312
endocrine pancreas development(GO:0031018)	16990, 0, 24, 0	0.0	1.0	1.0	24
regulation of TORC1 signaling(GO:1903432)	16990, 0, 30, 0	0.0	1.0	1.0	30
regulation of phosphatase activity(GO:0010921)	16990, 36, 171, 1	2.76	0.445768948857	1.0	171
positive regulation of phosphatase activity(GO:0010922)	16990, 0, 33, 0	0.0	1.0	1.0	33
pancreas development(GO:0031016)	16990, 0, 24, 0	0.0	1.0	1.0	24
positive regulation of carbohydrate metabolic process(GO:0045913)	16990, 23, 78, 2	18.941	0.0157112685549	0.287342972429	78
morphogenesis of embryonic epithelium(GO:0016331)	16990, 0, 23, 0	0.0	1.0	1.0	23
cellular component assembly involved in morphogenesis(GO:0010927)	16990, 0, 71, 0	0.0	1.0	1.0	71
negative regulation of cardiac muscle cell proliferation(GO:0060044)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of cardiac muscle cell proliferation(GO:0060045)	16990, 0, 25, 0	0.0	1.0	1.0	25
regulation of acrosome reaction(GO:0060046)	16990, 113, 18, 1	8.353	0.113999375771	0.551646878731	18
heart contraction(GO:0060047)	16990, 0, 12, 0	0.0	1.0	1.0	12
response to antibiotic(GO:0046677)	16990, 150, 281, 3	1.209	0.648409318293	1.0	281
negative regulation of insulin secretion(GO:0046676)	16990, 0, 37, 0	0.0	1.0	1.0	37
establishment of cell polarity(GO:0030010)	16990, 0, 82, 0	0.0	1.0	1.0	82
regulation of cardiac muscle cell proliferation(GO:0060043)	16990, 0, 40, 0	0.0	1.0	1.0	40
muscle structure development(GO:0061061)	16990, 91, 109, 1	1.713	0.478856319589	1.0	109
positive regulation of peptidyl-serine phosphorylation(GO:0033138)	16990, 127, 102, 1	1.312	0.541225243406	1.0	102
negative regulation of establishment of protein localization(GO:1904950)	16990, 18, 176, 3	16.089	0.00329016386062	0.110669148039	176
positive regulation of establishment of protein localization(GO:1904951)	16990, 7, 425, 2	11.422	0.0464859566809	0.414837572607	425
cardiac muscle contraction(GO:0060048)	16990, 0, 45, 0	0.0	1.0	1.0	45
regulation of protein glycosylation(GO:0060049)	16990, 0, 14, 0	0.0	1.0	1.0	14
regulation of peptidyl-serine phosphorylation of STAT protein(GO:0033139)	16990, 0, 21, 0	0.0	1.0	1.0	21
ventricular cardiac muscle cell action potential(GO:0086005)	16990, 0, 18, 0	0.0	1.0	1.0	18
metanephros development(GO:0001656)	16990, 69, 33, 2	14.923	0.0165144732423	0.289784628398	33
deoxyribose phosphate catabolic process(GO:0046386)	16990, 0, 20, 0	0.0	1.0	1.0	20
deoxyribose phosphate biosynthetic process(GO:0046385)	16990, 0, 12, 0	0.0	1.0	1.0	12
meiotic cell cycle(GO:0051321)	16990, 0, 65, 0	0.0	1.0	1.0	65
regulation of smooth muscle cell apoptotic process(GO:0034391)	16990, 0, 23, 0	0.0	1.0	1.0	23
negative regulation of dephosphorylation(GO:0035305)	16990, 0, 108, 0	0.0	1.0	1.0	108
positive regulation of smooth muscle cell apoptotic process(GO:0034393)	16990, 0, 15, 0	0.0	1.0	1.0	15
membrane repolarization(GO:0086009)	16990, 0, 22, 0	0.0	1.0	1.0	22
indole-containing compound metabolic process(GO:0042430)	16990, 0, 24, 0	0.0	1.0	1.0	24
regulation of protein modification by small protein conjugation or removal(GO:1903320)	16990, 58, 216, 2	2.712	0.328935935122	0.944022582301	216
negative regulation of protein modification by small protein conjugation or removal(GO:1903321)	16990, 127, 81, 1	1.652	0.460232130921	1.0	81
positive regulation of protein modification by small protein conjugation or removal(GO:1903322)	16990, 127, 127, 3	3.16	0.147465628105	0.618404246892	127
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment(GO:0043369)	16990, 0, 15, 0	0.0	1.0	1.0	15
branching involved in mammary gland duct morphogenesis(GO:0060444)	16990, 0, 20, 0	0.0	1.0	1.0	20
branching involved in salivary gland morphogenesis(GO:0060445)	16990, 0, 11, 0	0.0	1.0	1.0	11
granulocyte migration(GO:0097530)	16990, 128, 98, 4	5.418	0.0198750278127	0.296086561164	98
monosaccharide biosynthetic process(GO:0046364)	16990, 43, 53, 2	14.91	0.0192043098467	0.293246763056	53
post-Golgi vesicle-mediated transport(GO:0006892)	16990, 46, 95, 1	3.888	0.322566241667	0.933164803844	95
dendritic cell differentiation(GO:0097028)	16990, 0, 32, 0	0.0	1.0	1.0	32
cell junction maintenance(GO:0034331)	16990, 0, 15, 0	0.0	1.0	1.0	15
calcium ion regulated exocytosis(GO:0017156)	16990, 140, 53, 2	4.58	0.117726003596	0.557893672214	53
regulation of exocytosis(GO:0017157)	16990, 140, 218, 4	2.227	0.238496226836	0.790620777426	218
phosphatidylethanolamine biosynthetic process(GO:0006646)	16990, 0, 15, 0	0.0	1.0	1.0	15
establishment of protein localization to chromosome(GO:0070199)	16990, 79, 15, 1	14.338	0.0693792266556	0.474025682121	15
phospholipid metabolic process(GO:0006644)	16990, 145, 421, 3	0.835	0.851946428695	1.0	421
negative regulation of peptidyl-serine phosphorylation(GO:0033137)	16990, 127, 26, 1	5.145	0.177994115589	0.672546501166	26
membrane lipid metabolic process(GO:0006643)	16990, 0, 191, 0	0.0	1.0	1.0	191
triglyceride metabolic process(GO:0006641)	16990, 127, 71, 1	1.884	0.417001128418	1.0	71
regulation of extracellular matrix organization(GO:1903053)	16990, 154, 37, 1	2.982	0.286278189767	0.870105775703	37
negative regulation of proteolysis involved in cellular protein catabolic process(GO:1903051)	16990, 92, 69, 1	2.676	0.331224398013	0.946636574237	69
glycolipid biosynthetic process(GO:0009247)	16990, 0, 58, 0	0.0	1.0	1.0	58
negative regulation of cytokine production involved in inflammatory response(GO:1900016)	16990, 45, 17, 1	22.209	0.0491096594866	0.424044758293	17
negative regulation of extracellular matrix organization(GO:1903054)	16990, 154, 11, 1	10.03	0.0953344446279	0.527195789458	11
regulation of vesicle-mediated transport(GO:0060627)	16990, 140, 519, 9	2.104	0.0948402584739	0.527195789458	519
dopamine metabolic process(GO:0042417)	16990, 150, 29, 1	3.906	0.226941162166	0.769807468278	29
norepinephrine metabolic process(GO:0042415)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of response to external stimulus(GO:0032102)	16990, 83, 315, 5	3.249	0.0728310139803	0.486551635063	315
intra-Golgi vesicle-mediated transport(GO:0006891)	16990, 92, 33, 1	5.596	0.169618185101	0.661621082826	33
renal system development(GO:0072001)	16990, 61, 14, 1	19.895	0.0516015911045	0.428021335662	14
regulation of vitamin metabolic process(GO:0030656)	16990, 0, 13, 0	0.0	1.0	1.0	13
protein localization to chromosome, telomeric region(GO:0070198)	16990, 0, 15, 0	0.0	1.0	1.0	15
branching involved in ureteric bud morphogenesis(GO:0001658)	16990, 69, 43, 2	11.453	0.0275513010401	0.34067289975	43
inner ear development(GO:0048839)	16990, 0, 51, 0	0.0	1.0	1.0	51
regulation of epithelial cell proliferation(GO:0050678)	16990, 127, 319, 5	2.097	0.242404355822	0.797749088865	319
positive regulation of epithelial cell proliferation(GO:0050679)	16990, 122, 181, 3	2.308	0.276556139228	0.856638391928	181
complement activation, classical pathway(GO:0006958)	16990, 59, 35, 1	8.228	0.129291881317	0.580124952553	35
maturation of SSU-rRNA(GO:0030490)	16990, 0, 34, 0	0.0	1.0	1.0	34
negative regulation of supramolecular fiber organization(GO:1902904)	16990, 112, 124, 1	1.223	0.57766129517	1.0	124
regulation of supramolecular fiber organization(GO:1902903)	16990, 14, 337, 1	3.601	0.468293986901	1.0	337
fatty acid elongation(GO:0030497)	16990, 0, 13, 0	0.0	1.0	1.0	13
epithelial cell proliferation(GO:0050673)	16990, 10, 80, 1	21.238	0.0957632755983	0.527195789458	80
positive regulation of osteoclast differentiation(GO:0045672)	16990, 0, 25, 0	0.0	1.0	1.0	25
positive regulation of extracellular matrix organization(GO:1903055)	16990, 0, 20, 0	0.0	1.0	1.0	20
regulation of pinocytosis(GO:0048548)	16990, 140, 11, 2	22.065	0.00651581375818	0.18435920104	11
G protein-coupled receptor internalization(GO:0002031)	16990, 0, 11, 0	0.0	1.0	1.0	11
alcohol metabolic process(GO:0006066)	16990, 103, 296, 1	0.557	0.873879994125	1.0	296
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890)	16990, 0, 84, 0	0.0	1.0	1.0	84
fucose metabolic process(GO:0006004)	16990, 0, 16, 0	0.0	1.0	1.0	16
glucose metabolic process(GO:0006006)	16990, 43, 112, 2	7.056	0.0808380007196	0.503666817955	112
glucose catabolic process(GO:0006007)	16990, 120, 29, 1	4.882	0.187201077735	0.692111594084	29
fructose metabolic process(GO:0006000)	16990, 0, 15, 0	0.0	1.0	1.0	15
digestive tract morphogenesis(GO:0048546)	16990, 0, 15, 0	0.0	1.0	1.0	15
response to steroid hormone(GO:0048545)	16990, 150, 214, 6	3.176	0.0358844836892	0.379476549239	214
regulation of chromatin organization(GO:1902275)	16990, 79, 183, 2	2.35	0.366120473664	1.0	183
nucleoside monophosphate biosynthetic process(GO:0009124)	16990, 0, 45, 0	0.0	1.0	1.0	45
negative regulation of protein localization to membrane(GO:1905476)	16990, 18, 30, 1	31.463	0.0545247060882	0.432542310357	30
positive regulation of protein localization to membrane(GO:1905477)	16990, 23, 118, 1	6.26	0.247542749695	0.803628807103	118
cell cycle G2/M phase transition(GO:0044839)	16990, 0, 125, 0	0.0	1.0	1.0	125
DNA geometric change(GO:0032392)	16990, 0, 74, 0	0.0	1.0	1.0	74
regulation of dendritic cell differentiation(GO:2001198)	16990, 0, 13, 0	0.0	1.0	1.0	13
epithelium development(GO:0060429)	16990, 0, 142, 0	0.0	1.0	1.0	142
protein localization to cytoskeleton(GO:0044380)	16990, 0, 38, 0	0.0	1.0	1.0	38
response to nicotine(GO:0035094)	16990, 0, 45, 0	0.0	1.0	1.0	45
positive regulation of interferon-gamma production(GO:0032729)	16990, 0, 62, 0	0.0	1.0	1.0	62
purine-containing compound metabolic process(GO:0072521)	16990, 129, 400, 4	1.317	0.606045503921	1.0	400
prepulse inhibition(GO:0060134)	16990, 0, 15, 0	0.0	1.0	1.0	15
maternal process involved in female pregnancy(GO:0060135)	16990, 99, 38, 1	4.516	0.2047725315	0.722083868847	38
regulation of lipid kinase activity(GO:0043550)	16990, 0, 62, 0	0.0	1.0	1.0	62
terpenoid biosynthetic process(GO:0016114)	16990, 0, 13, 0	0.0	1.0	1.0	13
glycerolipid biosynthetic process(GO:0045017)	16990, 80, 235, 1	0.904	0.762628273383	1.0	235
purine-containing compound catabolic process(GO:0072523)	16990, 0, 51, 0	0.0	1.0	1.0	51
ovulation(GO:0030728)	16990, 66, 17, 1	15.143	0.0672892691671	0.471623039934	17
positive regulation of cardiac muscle cell differentiation(GO:2000727)	16990, 0, 19, 0	0.0	1.0	1.0	19
actin nucleation(GO:0045010)	16990, 0, 31, 0	0.0	1.0	1.0	31
pyridine-containing compound metabolic process(GO:0072524)	16990, 120, 116, 1	1.221	0.571758343299	1.0	116
regulation of postsynaptic density organization(GO:1905874)	16990, 0, 16, 0	0.0	1.0	1.0	16
positive regulation of superoxide anion generation(GO:0032930)	16990, 0, 16, 0	0.0	1.0	1.0	16
zymogen activation(GO:0031638)	16990, 0, 40, 0	0.0	1.0	1.0	40
negative regulation of nitric oxide biosynthetic process(GO:0045019)	16990, 127, 13, 2	20.581	0.00761061597621	0.198146312997	13
sodium ion import across plasma membrane(GO:0098719)	16990, 0, 15, 0	0.0	1.0	1.0	15
phasic smooth muscle contraction(GO:0014821)	16990, 69, 18, 1	13.68	0.0740316993804	0.487797909616	18
Golgi to vacuole transport(GO:0006896)	16990, 0, 14, 0	0.0	1.0	1.0	14
blood vessel development(GO:0001568)	16990, 99, 109, 3	4.723	0.0664625544465	0.470817211911	109
regulation of neuroblast proliferation(GO:1902692)	16990, 105, 30, 1	5.394	0.172669509895	0.663351740117	30
tissue morphogenesis(GO:0048729)	16990, 87, 375, 4	2.083	0.31896373414	0.928701913567	375
lymphoid progenitor cell differentiation(GO:0002320)	16990, 0, 12, 0	0.0	1.0	1.0	12
natural killer cell activation involved in immune response(GO:0002323)	16990, 141, 24, 2	10.041	0.0296146153195	0.34696630245	24
positive regulation of centrosome cycle(GO:0046607)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of cAMP-mediated signaling(GO:0043949)	16990, 109, 52, 4	11.99	0.00093762007522	0.0560933393078	52
autophagy(GO:0006914)	16990, 22, 213, 2	7.251	0.0920226489324	0.526916267298	213
apoptotic process(GO:0006915)	16990, 23, 651, 4	4.539	0.0469794830785	0.415161065522	651
regulation of protein localization to synapse(GO:1902473)	16990, 0, 24, 0	0.0	1.0	1.0	24
phagocytosis, recognition(GO:0006910)	16990, 0, 17, 0	0.0	1.0	1.0	17
phagocytosis, engulfment(GO:0006911)	16990, 0, 38, 0	0.0	1.0	1.0	38
negative regulation of RNA biosynthetic process(GO:1902679)	16990, 146, 1211, 16	1.538	0.204832840606	0.722083868847	1211
nucleobase metabolic process(GO:0009112)	16990, 0, 37, 0	0.0	1.0	1.0	37
vitamin catabolic process(GO:0009111)	16990, 0, 14, 0	0.0	1.0	1.0	14
vitamin biosynthetic process(GO:0009110)	16990, 0, 15, 0	0.0	1.0	1.0	15
nucleoside metabolic process(GO:0009116)	16990, 0, 112, 0	0.0	1.0	1.0	112
phosphatidylinositol-3-phosphate biosynthetic process(GO:0036092)	16990, 0, 53, 0	0.0	1.0	1.0	53
aminoglycan biosynthetic process(GO:0006023)	16990, 113, 104, 1	1.446	0.514642255471	1.0	104
ribonucleoside metabolic process(GO:0009119)	16990, 0, 82, 0	0.0	1.0	1.0	82
monocarboxylic acid metabolic process(GO:0032787)	16990, 129, 491, 6	1.609	0.408864671021	1.0	491
ruffle organization(GO:0031529)	16990, 0, 25, 0	0.0	1.0	1.0	25
telomeric loop disassembly(GO:0090657)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway(GO:0039531)	16990, 0, 21, 0	0.0	1.0	1.0	21
protein palmitoylation(GO:0018345)	16990, 0, 34, 0	0.0	1.0	1.0	34
cellular extravasation(GO:0045123)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of neurotransmitter transport(GO:0051590)	16990, 140, 39, 1	3.112	0.276407332074	0.856638391928	39
walking behavior(GO:0090659)	16990, 0, 30, 0	0.0	1.0	1.0	30
coronary vasculature development(GO:0060976)	16990, 0, 25, 0	0.0	1.0	1.0	25
regulation of epithelial tube formation(GO:1905276)	16990, 69, 18, 1	13.68	0.0740316993804	0.487797909616	18
negative regulation of chromosome organization(GO:2001251)	16990, 79, 131, 1	1.642	0.520437285194	1.0	131
ossification(GO:0001503)	16990, 83, 114, 2	3.591	0.19734601088	0.712103760191	114
positive regulation of developmental growth(GO:0048639)	16990, 0, 168, 0	0.0	1.0	1.0	168
regulation of developmental growth(GO:0048638)	16990, 34, 320, 1	1.562	0.67458367083	1.0	320
ether metabolic process(GO:0018904)	16990, 0, 19, 0	0.0	1.0	1.0	19
regulation of actin nucleation(GO:0051125)	16990, 0, 27, 0	0.0	1.0	1.0	27
detection of external biotic stimulus(GO:0098581)	16990, 121, 18, 1	7.801	0.121266226024	0.563021763682	18
anion transport(GO:0006820)	16990, 45, 537, 2	1.406	0.693048082646	1.0	537
chloride transport(GO:0006821)	16990, 136, 100, 1	1.249	0.555620813332	1.0	100
iron ion transport(GO:0006826)	16990, 2, 73, 1	116.37	0.0235142504398	0.330712118758	73
copper ion transport(GO:0006825)	16990, 0, 18, 0	0.0	1.0	1.0	18
manganese ion transport(GO:0006828)	16990, 0, 12, 0	0.0	1.0	1.0	12
