# Analysis title: koTRAF3_IFNG_diff_peaks_top1k analysis from Cistrome-GO
# Mode: Solo mode
# Specie: mm10
# Peak bed file name: koTRAF3_IFNG_diff_peaks_top1k.bed
# Top peaks to use: 10000
# Half-decay distance: 10000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	adjRPscore	RPscore	Rank_by_RPscore
4930511A08Rik	chr6:94132922-94237442	0	0.0	0.0	503
1700048O20Rik	chr9:121937274-121947016	0	0.0	-0.011	14357
Mad2l1bp	chr17:46147384-46153551	0	0.0	-0.002	8609
Cmklr1	chr5:113612354-113643603	0	0.0	-0.003	9821
Ptprtos	chr2:162390812-162393946	0	0.0	0.0	503
Tagap	chr17:7925999-7934897	0	0.0	-0.002	8393
Cops4	chr5:100518308-100547802	8	0.006	-0.004	10402
Hmg20a	chr9:56418618-56496936	0	0.0	-0.001	5755
Rmnd5b	chr11:51623672-51635896	0	0.0	-0.01	13864
Thoc3	chr13:54458836-54468840	0	0.0	-0.0	4745
Thoc2	chrX:41794993-41911901	0	0.0	0.0	503
Thoc1	chr18:9958179-9995484	0	0.0	-0.0	588
Thoc7	chr14:13949011-13961852	0	0.0	-0.001	6240
Thoc6	chr17:23668617-23673877	0	0.0	-0.006	11950
Thoc5	chr11:4895342-4928865	0	0.0	-0.004	10647
B3galt4	chr17:33949911-33951488	9	0.882	0.081	149
B3galt5	chr16:96281031-96319858	0	0.0	-0.001	6765
B3galt6	chr4:155989465-155992678	0	0.0	-0.005	11193
Acaca	chr11:84195437-84401651	0	0.0	-0.001	5564
B3galt1	chr2:68104671-68122882	0	0.0	0.0	503
B3galt2	chr1:143640696-143649937	0	0.0	-0.0	3083
Acacb	chr5:114165517-114250758	0	0.0	-0.006	12152
Wnk2	chr13:49037600-49148328	0	0.0	-0.008	12970
Wnk3	chrX:151198077-151320192	0	0.0	0.0	503
Wnk1	chr6:119923968-120038655	0	0.0	-0.0	4564
Wnk4	chr11:101260566-101277409	0	0.0	-0.029	17205
2810049E08Rik	chr13:83891207-83928710	0	0.0	0.0	503
Pcbp4	chr9:106453837-106464011	0	0.0	-0.006	12133
Cga	chr4:34893778-34907374	0	0.0	-0.003	10014
Wwc2	chr8:47827605-47990551	0	0.0	-0.002	7697
Rtp2	chr16:23925547-23930794	0	0.0	-0.003	9768
Wwc1	chr11:35838398-35980527	0	0.0	-0.0	3215
Pcbp3	chr10:76761853-76822812	0	0.0	-0.005	10970
Pcbp1	chr6:86524479-86526189	0	0.0	-0.013	14912
Gm11729	chr11:117414388-117415368	8	0.002	-0.004	10909
Spop	chr11:95414082-95493410	0	0.0	-0.031	17328
Plcxd3	chr15:4375490-4575579	0	0.0	0.0	503
Plcxd2	chr16:45959260-46010413	0	0.0	-0.001	6649
Plcxd1	chr5:110100558-110105952	0	0.0	-0.0	978
Gm15408	chr5:149006961-149012776	0	0.0	-0.017	15952
Gm15401	chr6:72629287-72637717	1	0.005	-0.016	15763
Abcc12	chr8:86504840-86566590	0	0.0	-0.0	2560
Abcc10	chr17:46303229-46325766	0	0.0	-0.004	10723
9530003J23Rik	chr10:117233752-117238681	0	0.0	-0.002	8726
Pum3	chr19:27388697-27429908	0	0.0	-0.001	4824
Pum1	chr4:130663320-130781566	0	0.0	-0.0	2924
Nr2e1	chr10:42561963-42583590	0	0.0	-0.0	2741
Mertk	chr2:128698914-128803007	0	0.0	-0.001	6604
Nr2e3	chr9:59942770-59950079	0	0.0	0.0	503
Snx17	chr5:31193303-31198900	0	0.0	-0.0	3789
Snx16	chr3:10417816-10440130	0	0.0	-0.0	1968
Snx15	chr19:6119398-6128260	0	0.0	-0.007	12723
Snx14	chr9:88376746-88438951	0	0.0	-0.0	3634
Snx13	chr12:35047188-35147477	0	0.0	-0.0	1262
Snx12	chrX:101211960-101222563	0	0.0	-0.0	4333
Snx11	chr11:96767548-96777555	0	0.0	-0.011	14377
Snx10	chr6:51544522-51590670	0	0.0	-0.05	17917
4921507P07Rik	chr6:50573303-50596590	0	0.0	-0.005	11500
Snx19	chr9:30427328-30466726	0	0.0	0.0	503
Snx18	chr13:113592178-113618564	0	0.0	-0.017	15815
Itch	chr2:155133480-155226855	0	0.0	-0.001	7204
Gxylt1	chr15:93239741-93275179	0	0.0	-0.001	6480
Gxylt2	chr6:100704733-100805081	0	0.0	-0.0	4663
Grrp1	chr4:134251109-134254106	0	0.0	-0.003	9206
Lhx1	chr11:84517974-84525534	0	0.0	-0.0	3583
Lhx2	chr2:38339280-38369737	0	0.0	-0.002	7583
Lhx3	chr2:26200211-26206575	0	0.0	-0.002	7943
Lhx4	chr1:155701693-155742027	0	0.0	-0.0	3076
Lhx5	chr5:120431885-120441457	0	0.0	-0.001	5636
Lhx6	chr2:36081952-36105408	0	0.0	-0.0	4383
Lhx8	chr3:154306293-154330560	0	0.0	0.0	503
Lhx9	chr1:138830943-138842444	0	0.0	-0.0	3823
Gm13769	chr2:90322221-90325126	0	0.0	0.0	503
Hottip	chr6:52262774-52267603	0	0.0	-0.0	3740
Gstz1	chr12:87157602-87164723	0	0.0	-0.0	4441
C530008M17Rik	chr5:76840598-76873554	0	0.0	-0.0	2604
Oca2	chr7:56239758-56536518	0	0.0	0.0	503
Dbr1	chr9:99575798-99584343	0	0.0	-0.0	2822
Gm13119	chr4:144357963-144364419	0	0.0	0.0	503
Krtap7-1	chr16:89507702-89508323	0	0.0	0.0	503
Mir128-1	chr1:128202360-128202430	0	0.0	0.0	503
Mir128-2	chr9:112118635-112118711	0	0.0	0.0	503
Otulin	chr15:27605920-27630693	0	0.0	-0.021	16530
Gm13490	chr2:51656965-51732009	0	0.0	0.0	503
Gm13497	chr2:51241830-51295945	0	0.0	0.0	503
Gm13498	chr2:50909683-50911846	0	0.0	-0.0	3087
Prap1	chr7:140093395-140097203	0	0.0	-0.016	15585
Dcps	chr9:35124413-35175987	0	0.0	-0.008	13260
Clec14a	chr12:58264719-58269258	0	0.0	0.0	503
Gm7257	chr9:36431883-36434938	0	0.0	0.0	503
1700096K18Rik	chr5:25530017-25531466	0	0.0	-0.0	3156
Ide	chr19:37268740-37330613	0	0.0	-0.003	9197
Lrpprc	chr17:84705246-84790786	0	0.0	-0.002	8412
Gapdhs	chr7:30729778-30743681	0	0.0	-0.002	8400
Pink1	chr4:138313409-138326296	0	0.0	-0.024	16824
Gpbp1	chr13:111425679-111490127	0	0.0	-0.0	1947
Dcp2	chr18:44380499-44424969	0	0.0	-0.0	898
Tnr	chr1:159523768-159924922	0	0.0	0.0	503
A730018C14Rik	chr12:112411022-112423198	0	0.0	-0.0	4075
Tnf	chr17:35199366-35202007	4	0.601	0.04	213
Tnc	chr4:63959784-64047015	0	0.0	-0.0	1850
Tnn	chr1:160085031-160153575	0	0.0	-0.002	8331
Sap130	chr18:31634367-31723063	0	0.0	-0.0	1696
1700029J07Rik	chr8:45953605-45975252	0	0.0	-0.002	8794
Lyg1	chr1:37946737-37957759	0	0.0	-0.001	7232
Lyg2	chr1:37905922-37916493	0	0.0	-0.001	7216
Gm21541	chr4:42114786-42115917	0	0.0	0.0	503
Nos1	chr5:117866838-117958840	0	0.0	-0.0	657
Nos2	chr11:78924739-78960226	0	0.0	-0.007	12486
Nos3	chr5:24364818-24384474	0	0.0	-0.011	14452
4933406M09Rik	chr1:134385939-134390983	0	0.0	-0.009	13610
Entr1	chr2:26382799-26389316	0	0.0	-0.004	10767
2410124H12Rik	chr16:92478741-92497365	0	0.0	-0.011	14303
Lcp2	chr11:34046927-34092281	0	0.0	-0.002	7566
Lcp1	chr14:75136424-75230842	0	0.0	-0.001	6834
4632428C04Rik	chr16:30008666-30021430	0	0.0	-0.013	14895
Man2c1os	chr9:57129981-57131290	0	0.0	-0.004	10093
Nfkbib	chr7:28758250-28766644	0	0.0	-0.028	17110
Nfkbia	chr12:55489408-55492647	11	0.464	-0.037	17582
Chuk	chr19:44073333-44107477	0	0.0	-0.004	10264
Nfkbid	chr7:30422405-30428746	0	0.0	-0.013	14930
Nfkbie	chr17:45555699-45563168	6	5.056	0.538	22
Nfkbiz	chr16:55811376-55822138	0	0.0	-0.061	18043
Yif1b	chr7:29238322-29247532	0	0.0	-0.003	9658
Yif1a	chr19:5088537-5092879	0	0.0	-0.004	10761
Hhipl1	chr12:108306269-108328300	0	0.0	-0.006	12108
Cldn34c1	chrX:123103522-123145654	0	0.0	0.0	503
Hhipl2	chr1:183418469-183437053	0	0.0	-0.001	5203
Cldn34c4	chrX:127721175-127736554	0	0.0	0.0	503
5730403I07Rik	chr9:77366411-77399416	0	0.0	-0.0	926
Ccdc190	chr1:169928938-169934653	0	0.0	0.0	503
Ccdc191	chr16:43889901-43964314	0	0.0	-0.001	5916
Gm6614	chr6:141972195-142008745	9	0.007	0.001	420
Olfr127	chr17:37903547-37904519	0	0.0	0.0	503
Mir29b-1	chr6:31063022-31063093	0	0.0	-0.033	17437
Mir29b-2	chr1:195037039-195037120	0	0.0	-0.002	8557
Olfr124	chr17:37805068-37806190	0	0.0	0.0	503
Olfr123	chr17:37795445-37796375	0	0.0	0.0	503
Olfr122	chr17:37768641-37772620	0	0.0	0.0	503
Olfr121	chr17:37748865-37753004	0	0.0	0.0	503
Olfr120	chr17:37725998-37726991	0	0.0	0.0	503
Dennd6b	chr15:89182212-89196474	0	0.0	-0.018	15972
Olfr129	chr17:38054598-38059784	0	0.0	0.0	503
Dennd6a	chr14:26573857-26634322	0	0.0	-0.001	6882
Csde1	chr3:103020545-103058186	0	0.0	-0.0	1782
Mynn	chr3:30602086-30619873	0	0.0	-0.0	2682
1700036G14Rik	chr3:85317518-85332027	0	0.0	0.0	503
Tnip2	chr5:34496095-34513979	0	0.0	-0.004	10805
Tnip3	chr6:65590397-65634040	7	0.02	0.001	399
5330416C01Rik	chr13:97744693-97747411	0	0.0	-0.0	1853
Barx2	chr9:31846043-31913285	0	0.0	-0.002	8691
Rbbp8nl	chr2:180277645-180289879	0	0.0	-0.005	10998
Bcl2l1	chr2:152780663-152831728	3	0.02	-0.041	17703
Bcl2l2	chr14:54883424-54888234	0	0.0	-0.001	6840
1700025B11Rik	chr15:77558239-77561892	0	0.0	0.0	503
4933417G07Rik	chr3:55847104-55848065	0	0.0	0.0	503
Fxyd1	chr7:31051677-31054853	0	0.0	-0.012	14740
Pclaf	chr9:65890322-65903551	0	0.0	-0.001	5569
Fgfr4	chr13:55152817-55168759	0	0.0	-0.002	8432
Fgfr2	chr7:130162450-130266808	0	0.0	-0.0	2842
Fgfr3	chr5:33721723-33737068	0	0.0	-0.001	7246
Fgfr1	chr8:25518758-25575718	0	0.0	-0.003	9866
Gm38666	chr18:36967630-37841872	0	0.0	0.0	503
Gm38667	chr18:36973801-37841872	0	0.0	0.0	503
Zc3h14	chr12:98746967-98787774	0	0.0	-0.0	3400
Cyp4f40	chr17:32659482-32676480	0	0.0	-0.0	3422
Mxd4	chr5:34176579-34187710	0	0.0	-0.003	9130
Mxd3	chr13:55325167-55329730	0	0.0	-0.002	8567
Mxd1	chr6:86647044-86669159	0	0.0	-0.006	11728
Dolk	chr2:30284228-30286354	0	0.0	-0.009	13362
Trmt6	chr2:132804214-132816054	0	0.0	-0.001	6268
Mirlet7f-1	chr13:48537828-48537917	0	0.0	-0.014	15318
Gm33677	chr10:119028289-119050499	0	0.0	-0.003	9452
Mirlet7f-2	chrX:151912345-151912428	0	0.0	0.0	503
Nr2c1	chr10:94147930-94197214	0	0.0	-0.01	13912
Asprv1	chr6:86628173-86629704	0	0.0	-0.017	15789
9530027J09Rik	chrX:48276791-48285426	0	0.0	-0.0	987
Arl9	chr5:77004054-77009478	0	0.0	-0.001	5878
Iars2	chr1:185286641-185329401	0	0.0	-0.0	1943
Arl1	chr10:88731413-88743202	0	0.0	-0.002	8532
Arl3	chr19:46531108-46573182	0	0.0	-0.019	16152
Arl2	chr19:6134388-6141137	0	0.0	-0.004	10181
Arl6	chr16:59613320-59639339	3	0.016	-0.001	6487
Clip3	chr7:30291694-30308367	0	0.0	-0.011	14352
Clip2	chr5:134489382-134552434	0	0.0	-0.022	16593
Clip1	chr5:123577793-123684361	0	0.0	-0.005	11188
Clip4	chr17:71781946-71858351	0	0.0	0.0	503
4930556N09Rik	chr10:97035767-97061059	0	0.0	0.0	503
Thap6	chr5:91962881-91972137	2	1.836	0.203	75
Nlrc4	chr17:74426294-74459108	0	0.0	-0.0	1740
Nlrc5	chr8:94472762-94527272	0	0.0	-0.003	9586
Nlrc3	chr16:3945006-3976632	0	0.0	-0.002	8621
Vbp1	chrX:75514296-75534946	0	0.0	0.0	503
AY358078	chr14:51800045-51826359	0	0.0	-0.0	845
Lca5l	chr16:96158405-96192257	0	0.0	-0.002	7491
Msantd4	chr9:4376551-4386890	0	0.0	0.0	503
Wrnip1	chr13:32802029-32822610	0	0.0	-0.004	10798
Msantd1	chr5:34915914-34923839	0	0.0	-0.0	3417
Msantd2	chr9:37489320-37524150	0	0.0	-0.002	7434
Msantd3	chr4:48540080-48561920	0	0.0	-0.0	2088
Car5a	chr8:121916137-121944912	0	0.0	-0.038	17634
Car5b	chrX:163976821-164028010	0	0.0	0.0	503
Dhfr	chr13:92354782-92389053	0	0.0	0.0	503
Gipr	chr7:19157124-19166127	0	0.0	-0.007	12822
Shtn1	chr19:58973357-59076069	0	0.0	-0.0	1682
Ddx23	chr15:98645506-98662889	0	0.0	-0.02	16385
Ddx21	chr10:62580246-62602298	0	0.0	-0.002	8059
Ddx20	chr3:105678461-105687571	0	0.0	-0.007	12809
Ddx27	chr2:167015312-167034945	0	0.0	-0.009	13693
Ddx25	chr9:35541847-35558470	0	0.0	-0.001	5094
Ddx24	chr12:103407975-103425847	0	0.0	-0.004	10103
Ddx28	chr8:106009615-106011486	0	0.0	-0.065	18074
Adrb1	chr19:56722371-56724862	0	0.0	-0.001	7288
Adrb2	chr18:62177712-62179981	0	0.0	-0.009	13541
Adrb3	chr8:27225775-27229588	0	0.0	-0.032	17352
Lactbl1	chr4:136622620-136638110	0	0.0	-0.006	12226
Dcaf12l2	chrX:44365456-44368337	0	0.0	0.0	503
Dcaf12l1	chrX:44786566-44790161	0	0.0	0.0	503
Birc7	chr2:180929022-180934010	0	0.0	-0.0	661
Birc6	chr17:74528294-74703356	0	0.0	-0.0	1013
Birc5	chr11:117849236-117855743	0	0.0	-0.036	17569
Birc3	chr9:7848700-7873170	0	0.0	-0.012	14717
Birc2	chr9:7818225-7837057	0	0.0	-0.006	11809
Ctu2	chr8:122476142-122483092	0	0.0	-0.014	15328
Lurap1l	chr4:80910685-80954301	0	0.0	0.0	503
Ctu1	chr7:43672030-43678297	0	0.0	-0.0	3202
Trim46	chr3:89234176-89245013	0	0.0	-0.023	16739
Trim47	chr11:116105749-116110235	0	0.0	-0.021	16426
Trim44	chr2:102300118-102400900	0	0.0	0.0	503
Trim45	chr3:100922492-100934011	0	0.0	-0.0	4713
Trim42	chr9:97349561-97369958	0	0.0	0.0	503
Trim40	chr17:36881597-36890125	0	0.0	-0.005	11299
Trim41	chr11:48806403-48817391	0	0.0	-0.007	12712
Cab39l	chr14:59440962-59548904	0	0.0	-0.0	2849
Vstm2l	chr2:157914652-157944719	0	0.0	-0.0	3164
Vstm2a	chr11:16257741-16284551	0	0.0	0.0	503
Vstm2b	chr7:40899277-40929968	0	0.0	0.0	503
Stil	chr4:115000117-115043198	0	0.0	-0.005	11479
Il5ra	chr6:106710378-106749037	0	0.0	-0.0	1732
Aimp1	chr3:132660497-132683879	0	0.0	0.0	503
Mtx3	chr13:92844786-92858230	0	0.0	-0.0	1397
Mtx2	chr2:74825811-74876748	0	0.0	-0.0	1238
Mtx1	chr3:89209080-89214335	0	0.0	-0.029	17226
S100pbp	chr4:129148001-129189727	6	0.154	0.012	308
Gm27740	chr17:33886675-33886733	9	0.01	-0.053	17963
Olfr1189	chr2:88591805-88592726	0	0.0	0.0	503
Olfr1188	chr2:88559450-88560418	0	0.0	0.0	503
Lias	chr5:65391496-65410423	7	0.001	-0.012	14680
Olfr1183	chr2:88461341-88462253	0	0.0	0.0	503
Olfr1182	chr2:88446018-88449121	0	0.0	0.0	503
Olfr1181	chr2:88423087-88424023	0	0.0	0.0	503
Olfr1180	chr2:88411626-88412689	0	0.0	0.0	503
Olfr1186	chr2:88525500-88526590	0	0.0	0.0	503
Olfr1184	chr2:88486733-88487669	0	0.0	0.0	503
Akap4	chrX:7068209-7078606	0	0.0	0.0	503
Tpi1	chr6:124810591-124814296	12	1.225	0.119	116
BC051226	chr17:33908181-33909178	9	0.047	-0.071	18104
Olfr1231	chr2:89302648-89303590	0	0.0	0.0	503
Cd300ld5	chr11:115031446-115037690	0	0.0	-0.001	6399
Olfr1233	chr2:89339382-89340300	0	0.0	0.0	503
Olfr1232	chr2:89325242-89326178	0	0.0	0.0	503
Becn1	chr11:101288257-101302286	0	0.0	-0.046	17843
Olfr1234	chr2:89362482-89363427	0	0.0	0.0	503
Cd300ld3	chr11:115031485-115037655	0	0.0	-0.001	6406
Olfr1239	chr2:89417493-89418411	0	0.0	0.0	503
Olfr1238	chr2:89406129-89407077	0	0.0	0.0	503
Akap3	chr6:126853097-126874308	4	0.005	0.0	435
Fam135a	chr1:24010757-24100341	0	0.0	-0.0	668
Lilr4b	chr10:51480611-51486329	0	0.0	0.0	503
Htr5a	chr5:27841946-27855086	0	0.0	0.0	503
Nono	chrX:101429650-101448593	0	0.0	-0.0	3903
Ticam2	chr18:46558230-46574533	0	0.0	-0.014	15303
Gkap1	chr13:58233348-58274188	0	0.0	-0.001	5087
Hspb6	chr7:30552539-30555443	0	0.0	-0.005	11127
Sirt2	chr7:28766751-28788665	0	0.0	-0.027	17103
Sirt1	chr10:63319004-63339035	0	0.0	-0.001	5175
Hspb2	chr9:50751071-50752354	0	0.0	-0.024	16819
Hspb3	chr13:113662895-113663676	0	0.0	-0.005	11501
Sirt5	chr13:43370715-43395203	0	0.0	-0.001	5845
Sirt4	chr5:115478009-115484484	0	0.0	-0.059	18031
Sox10	chr15:79154912-79164490	0	0.0	-0.003	9551
Sox11	chr12:27334267-27342718	0	0.0	0.0	503
Sox12	chr2:152393611-152398046	0	0.0	-0.007	12413
Sox13	chr1:133382299-133424212	0	0.0	-0.003	9058
Sox14	chr9:99874105-99876170	0	0.0	0.0	503
Sox15	chr11:69655036-69656727	0	0.0	-0.017	15877
Hspb8	chr5:116408490-116422864	0	0.0	0.0	503
Hspb9	chr11:100713849-100714575	0	0.0	-0.029	17222
Upk3b	chr5:136038495-136044993	0	0.0	-0.009	13657
Upk3a	chr15:85017140-85022560	0	0.0	-0.01	14016
Pdpn	chr4:143267408-143299564	0	0.0	-0.006	12094
Pdpr	chr8:111094744-111135144	0	0.0	-0.001	5134
Olfr20	chr11:73350858-73354699	0	0.0	0.0	503
Olfr23	chr11:73940247-73941225	0	0.0	0.0	503
Olfr25	chr9:38329491-38330559	0	0.0	0.0	503
Olfr24	chr9:18754691-18755633	0	0.0	0.0	503
Olfr27	chr9:39128166-39145070	0	0.0	0.0	503
Olfr26	chr9:38855059-38855990	0	0.0	0.0	503
Dazap1	chr10:80264990-80288413	0	0.0	-0.008	13182
Dazap2	chr15:100615661-100620761	0	0.0	-0.004	10287
Mir181d	chr8:84178715-84178787	0	0.0	-0.012	14693
Mir181c	chr8:84178872-84178961	0	0.0	-0.012	14732
Acp4	chr7:44253086-44257204	0	0.0	-0.001	5361
Acp5	chr9:22126726-22130598	0	0.0	-0.032	17381
Acp6	chr3:97158776-97176576	0	0.0	-0.002	8549
Acp7	chr7:28607636-28631015	0	0.0	-0.007	12360
Add3	chr19:53142755-53247326	0	0.0	-0.003	8998
Add2	chr6:86078047-86109467	0	0.0	-0.001	5891
Add1	chr5:34573663-34632308	0	0.0	-0.008	13072
Pdp1	chr4:11958182-11965981	0	0.0	-0.014	15126
Pdp2	chr8:104591467-104596849	0	0.0	-0.006	12136
Leng1	chr7:3660106-3665840	0	0.0	-0.007	12595
Leng9	chr7:4148182-4149872	0	0.0	-0.011	14484
Leng8	chr7:4137055-4148173	0	0.0	-0.017	15876
Pard3bos2	chr1:62131108-62136109	0	0.0	0.0	503
1700047G03Rik	chr15:11967061-11970083	0	0.0	-0.003	9792
Numbl	chr7:27258760-27282150	0	0.0	-0.003	9764
Fmo2	chr1:162874317-162898493	0	0.0	-0.0	2149
Fmo3	chr1:162953798-162984528	0	0.0	0.0	503
Fmo1	chr1:162829560-162866610	0	0.0	-0.001	5126
Fmo6	chr1:162916550-162937225	0	0.0	-0.0	806
Fmo4	chr1:162793882-162812549	0	0.0	-0.001	6334
Fmo5	chr3:97628803-97655287	0	0.0	-0.002	7877
Ackr4	chr9:104098137-104126643	0	0.0	-0.0	3106
Fmo9	chr1:166662054-166681845	0	0.0	0.0	503
Hmox1	chr8:75093617-75100593	0	0.0	-0.059	18025
Ackr1	chr1:173331885-173333503	0	0.0	-0.0	2771
Ackr2	chr9:121898354-121911071	0	0.0	-0.02	16303
Hmox2	chr16:4726360-4766249	0	0.0	-0.008	13111
Penk	chr4:4133535-4138445	0	0.0	0.0	503
2010308F09Rik	chrX:13234640-13236283	0	0.0	-0.0	2994
F730035M05Rik	chr12:70227840-70234165	0	0.0	-0.0	4477
Kif16b	chr2:142618344-142901464	0	0.0	-0.0	794
Tent4a	chr13:69497958-69533864	0	0.0	-0.001	7087
Acrbp	chr6:125049926-125054193	1	0.0	-0.015	15397
Tent4b	chr8:88199212-88259722	0	0.0	-0.002	7630
Fmod	chr1:134037253-134048280	0	0.0	-0.009	13758
Itm2c	chr1:85894509-85908698	0	0.0	-0.002	8061
Gm16731	chr4:46535900-46539883	0	0.0	-0.026	17020
Adgra1	chr7:139834173-139878088	0	0.0	-0.0	1050
Adgra3	chr5:49959950-50058996	0	0.0	0.0	503
Adgra2	chr8:27085840-27123436	0	0.0	-0.012	14727
Fsbp	chr4:11579661-11587802	0	0.0	-0.001	5058
Tmem170b	chr13:41606215-41641357	0	0.0	-0.009	13708
2310040G24Rik	chr6:86483375-86488227	0	0.0	-0.016	15650
Ccdc103	chr11:102881223-102885216	0	0.0	-0.002	8490
Gm10778	chr10:81812185-81826490	0	0.0	0.0	503
A530064D06Rik	chr17:48151895-48167257	0	0.0	-0.0	3419
Lct	chr1:128284755-128328318	0	0.0	-0.0	2783
Zfp128	chr7:12881177-12893422	0	0.0	-0.0	3267
Pdxdc1	chr16:13835699-13903145	0	0.0	-0.0	3337
Zfp120	chr2:150114406-150136678	0	0.0	0.0	503
Unc5cl	chr17:48454900-48468684	0	0.0	-0.001	5040
Zbtb11os1	chr16:55973267-55974617	0	0.0	-0.004	10156
Lck	chr4:129548343-129573641	0	0.0	-0.011	14504
Timd2	chr11:46668959-46698830	0	0.0	0.0	503
Timd4	chr11:46810798-46844333	0	0.0	0.0	503
1190007I07Rik	chr10:82619850-82623228	0	0.0	-0.001	4803
Cd2bp2	chr7:127191659-127196077	0	0.0	-0.02	16295
Ggnbp2os	chr11:84870004-84871631	0	0.0	-0.006	12021
Mettl23	chr11:116843514-116849740	0	0.0	-0.015	15559
Mettl22	chr16:8470812-8490197	0	0.0	-0.0	4170
Mettl27	chr5:134932372-134942637	0	0.0	-0.035	17517
Mettl26	chr17:25875499-25877163	0	0.0	-0.018	15979
Mettl25	chr10:105763190-105841380	0	0.0	0.0	503
Mettl24	chr10:40683281-40811083	0	0.0	-0.0	1719
Nmnat2	chr1:152955100-153119261	1	0.002	-0.001	6526
Nmnat3	chr9:98296569-98420533	0	0.0	-0.0	2211
Nmnat1	chr4:149467568-149485172	0	0.0	-0.014	15192
1110059E24Rik	chr19:21597312-21652791	0	0.0	-0.003	9217
1700003M07Rik	chr4:129960847-129965138	0	0.0	-0.009	13571
Gm4988	chrX:61288193-61292479	0	0.0	0.0	503
Hinfp	chr9:44295672-44305671	0	0.0	-0.009	13623
Phrf1	chr7:141228787-141262751	0	0.0	-0.002	8640
Gm4981	chr10:58234847-58236660	0	0.0	-0.001	5583
Ahi1	chr10:20952546-21080429	0	0.0	-0.084	18149
Gm4984	chrX:12651882-12652820	0	0.0	0.0	503
Lrrc19	chr4:94635720-94650144	0	0.0	0.0	503
1700017J07Rik	chr2:168978268-168978906	0	0.0	-0.0	1177
Atg2a	chr19:6241667-6262304	0	0.0	-0.013	15010
Atg2b	chr12:105613539-105685241	0	0.0	-0.0	4227
Gm5346	chr8:43624974-43627185	0	0.0	0.0	503
Gm5347	chr8:43673657-43699491	0	0.0	0.0	503
Tomm40	chr7:19701312-19715429	0	0.0	-0.015	15550
Arpin	chr7:79925358-79935264	3	0.001	-0.006	12242
Ctnnbip1	chr4:149545116-149566437	0	0.0	-0.032	17376
Gm7861	chr8:21593486-21594465	0	0.0	0.0	503
Nkapl	chr13:21467046-21468501	0	0.0	-0.0	830
Gm15612	chr6:88842853-88847274	0	0.0	-0.013	14805
Hnf4a	chr2:163506856-163572907	0	0.0	-0.022	16645
C630043F03Rik	chr4:72201243-72203930	0	0.0	-0.0	1759
D1Pas1	chr1:186967415-186970627	0	0.0	0.0	503
Pkhd1l1	chr15:44457552-44597135	0	0.0	0.0	503
Rab1a	chr11:20201411-20226856	0	0.0	-0.006	12171
Rab1b	chr19:5099206-5106996	0	0.0	-0.003	9438
0610039H22Rik	chr11:88619250-88623426	0	0.0	-0.002	8620
Dnase1	chr16:4037144-4040024	0	0.0	-0.0	4184
Gm35549	chr9:122837652-122844023	0	0.0	-0.0	1777
Rhox7a	chrX:37831685-37841171	0	0.0	0.0	503
Naca	chr10:128035345-128048637	0	0.0	-0.002	8764
S1pr3	chr13:51408617-51422797	0	0.0	-0.001	6786
S1pr2	chr9:20965951-20976793	0	0.0	-0.005	11541
S1pr1	chr3:115710432-115715055	0	0.0	-0.016	15665
Gm11917	chr4:29068078-29088914	0	0.0	0.0	503
S1pr5	chr9:21242916-21248443	0	0.0	-0.005	11318
S1pr4	chr10:81497744-81500137	0	0.0	-0.009	13380
Rab19	chr6:39381352-39390379	6	0.011	-0.016	15646
Rab18	chr18:6765166-6791606	0	0.0	0.0	503
Ptpn9	chr9:56994967-57062807	0	0.0	-0.002	7814
Rhot1	chr11:80209050-80267907	0	0.0	-0.002	8090
Rhot2	chr17:25838456-25844525	0	0.0	-0.016	15677
Ptpn3	chr4:57190840-57301837	0	0.0	-0.002	8396
Rab10	chr12:3247427-3309969	0	0.0	-0.003	9976
Rab13	chr3:90220783-90226387	0	0.0	-0.004	10493
Rab12	chr17:66494511-66519670	0	0.0	-0.001	6961
Rab15	chr12:76797959-76822524	0	0.0	-0.004	10949
Rab14	chr2:35180204-35201120	0	0.0	-0.01	13916
Ptpn5	chr7:47077799-47132598	0	0.0	-0.001	5678
Ptpn4	chr1:119658092-119837071	0	0.0	-0.0	4042
Alkal1	chr1:6359330-6394731	0	0.0	-0.0	1281
Rflnb	chr11:76019194-76027782	0	0.0	-0.001	5137
Rflna	chr5:125003447-125012547	0	0.0	-0.004	10940
Alkal2	chr12:30884323-30893854	0	0.0	0.0	503
2510009E07Rik	chr16:21649044-21694665	0	0.0	-0.003	10079
Gm6803	chr12:88018220-88019007	0	0.0	0.0	503
Gm5577	chr6:87981682-87984180	0	0.0	-0.006	11841
Gm5570	chr6:60078018-60150045	0	0.0	0.0	503
Cep44	chr8:56531521-56550566	0	0.0	-0.0	1861
Cep41	chr6:30653456-30693749	0	0.0	-0.0	1280
Gm32014	chr9:8644077-8740988	0	0.0	0.0	503
1700129C05Rik	chr14:59133039-59142893	0	0.0	0.0	503
H2-M11	chr17:36547074-36550273	0	0.0	0.0	503
Kcnn4	chr7:24370262-24385212	0	0.0	-0.017	15819
Kcnn3	chr3:89520163-89672494	0	0.0	-0.001	6059
